"","STRING","MEANING","AGE","bin"
"18363","stick-in-the-mud","dull person",15,"(14,15]"
"18364","stilllife","a kind of painting",15,"(14,15]"
"18365","stimulant","whatever excites",13.58,"(13,14]"
"18366","stimulus","whatever stirs to action",14.79,"(14,15]"
"18367","stingray","dangerous fish",15,"(14,15]"
"18368","stitches","fit of laughing",11.3245080645161,"(11,12]"
"18369","stockexchange","a stock and bond market",15,"(14,15]"
"18370","stock-still","motionless",15,"(14,15]"
"18371","stoke","feed a fire",12.864734375,"(12,13]"
"18372","stoker","feeds furnace",15,"(14,15]"
"18373","stone'sthrow","a short distance",15,"(14,15]"
"18374","stoolpigeon","an informer",15,"(14,15]"
"18375","straggle","to stray from main group",12.825,"(12,13]"
"18376","straightangle","180 degrees",15,"(14,15]"
"18377","straightarm","to block with the arm",15,"(14,15]"
"18378","straightedge","a ruler",13.185,"(13,14]"
"18379","straightforward","honest",12.295,"(12,13]"
"18380","strangulation","being choked",12.695,"(12,13]"
"18381","strato-cumulus","a cloud formation",15,"(14,15]"
"18382","strewn","scattered",12.5,"(12,13]"
"18383","strikebreaker","actively breaks up strikes",14.46,"(14,15]"
"18384","striker","will not work",12.085,"(12,13]"
"18385","stripes","Army chevrons",10.2310932291667,"(10,11]"
"18386","strongpoint","a fortress",13.6,"(13,14]"
"18387","stubble","short, rough growth",12.02935,"(12,13]"
"18388","stucco","plaster for walls",13.335,"(13,14]"
"18389","stud","supporting timber",12.4472701612903,"(12,13]"
"18390","studdedwith","ornamented with",15,"(14,15]"
"18391","stumblingblock","hindrance",15,"(14,15]"
"18392","stumpy","short and thick",15,"(14,15]"
"18393","suave","smoothly agreeable",13.0102419354839,"(13,14]"
"18394","suavity","smoothness of manner",14.2,"(14,15]"
"18395","subcommittee","part of larger group",13.475,"(13,14]"
"18396","subconscious","unaware of",13.355,"(13,14]"
"18397","subdivision","part of a part",12.65,"(12,13]"
"18398","subhead","a subordinate heading",13.615,"(13,14]"
"18399","subjectmatter","topic of discussion",15,"(14,15]"
"18400","subjected","made to undergo",11.1984671717172,"(11,12]"
"18401","subjunctive","form of verb",14.25,"(14,15]"
"18402","suborbital","lower than a stable orbit",15.205,"(15,16]"
"18403","subordinateclause","clause depending on another",15,"(14,15]"
"18404","subsection","part of a section",14.095975,"(14,15]"
"18405","subsonic","less than speed of sound",14.675,"(14,15]"
"18406","subspecies","division of a species",15,"(14,15]"
"18407","substation","a branch station",13.905,"(13,14]"
"18408","substructure","the underlying support",14.445,"(14,15]"
"18409","subtitle","an additional title",12.42,"(12,13]"
"18410","subtropical","nearly tropical",15,"(14,15]"
"18411","suburbia","suburbs in general",13.53,"(13,14]"
"18412","sugar-coat","to make seem more agreeable",12.875,"(12,13]"
"18413","suitor","one who courts",13.2881575757576,"(13,14]"
"18414","sulfonamide","a sulfa drug",15.5,"(15,16]"
"18415","sulky","showing bad temper",11.27505,"(11,12]"
"18416","summation","finding the total",14.295,"(14,15]"
"18417","sunburst","a sudden sunbeam through clouds",12.975,"(12,13]"
"18418","superficial","on the surface only",13.915,"(13,14]"
"18419","superfluous","more than needed",14.675,"(14,15]"
"18420","supergalaxy","a cluster of galaxies",15,"(14,15]"
"18421","superintend","be in charge",15,"(14,15]"
"18422","supersaturated","filled beyond tolerance",15,"(14,15]"
"18423","superstratum","an overlying layer",15,"(14,15]"
"18424","suppression","holding back",13.34,"(13,14]"
"18425","surething","a safe bet",15,"(14,15]"
"18426","swaddling","strips of cloth",12.945,"(12,13]"
"18427","swallowup","to make disappear",15,"(14,15]"
"18428","swamped","has too much",11.2420026041667,"(11,12]"
"18429","swank","show of luxury",12.9371532258065,"(12,13]"
"18430","swanky","smart or stylish",13.39,"(13,14]"
"18431","swash","to splash liquid around",13.4185625,"(13,14]"
"18432","swastika","Nazi symbol",12.765,"(12,13]"
"18433","sweepback","angle of airplane's wings",13.32,"(13,14]"
"18434","swoosh","to move with a whirling sound",11.085,"(11,12]"
"18435","swordsman","a skilled duelist",12.39,"(12,13]"
"18436","syllabicate","divide words into parts",15,"(14,15]"
"18437","syndicate","business combination",15.21,"(15,16]"
"18438","synopsis","a summary",13.835,"(13,14]"
"18439","syphilis","a venereal disease",14.835,"(14,15]"
"18440","taboo","forbidden",13.5136207070707,"(13,14]"
"18441","tabu","to forbid",15,"(14,15]"
"18442","tact","wise kindliness",12.87625390625,"(12,13]"
"18443","tactful","says the right thing",12.58,"(12,13]"
"18444","takecold","to catch cold",15,"(14,15]"
"18445","taketo","to like, enjoy",15,"(14,15]"
"18446","taker","one who accepts a bet",11.45,"(11,12]"
"18447","talkshop","to talk about one's work",15,"(14,15]"
"18448","tallyho!","fox-hunter's call",15,"(14,15]"
"18449","tam","a Scottish cap",15,"(14,15]"
"18450","tantalize","to tease",13.945,"(13,14]"
"18451","tapestry","fabric pictures",12.975,"(12,13]"
"18452","tapeworm","worm in intestines",13.055,"(13,14]"
"18453","taproot","main root",15,"(14,15]"
"18454","taps","lights out",11.74960546875,"(11,12]"
"18455","tarpaulin","a canvas cover",12.61,"(12,13]"
"18456","tarry","thick, dark, and sticky",13.165,"(13,14]"
"18457","tatters","rags",12.735,"(12,13]"
"18458","taxexempt","free from taxes",15,"(14,15]"
"18459","teak","a very fine wood",15,"(14,15]"
"18460","teamster","truck driver",13.78,"(13,14]"
"18461","technology","applied science",12.03,"(12,13]"
"18462","teetery","shaky",15,"(14,15]"
"18463","telecamera","a telescopic camera",15,"(14,15]"
"18464","telepathy","thought transfer",13.195,"(13,14]"
"18465","teletype","to print by distant contral",14.46,"(14,15]"
"18466","telling","impressive",9.70299583333333,"(9,10]"
"18467","tempera","a water-soluble plant",14.32,"(14,15]"
"18468","temperatezone","area between tropics and circles",15,"(14,15]"
"18469","temples","sides of head",11.9343787878788,"(11,12]"
"18470","tendon","part of body",12.5565878787879,"(12,13]"
"18471","tenfold","ten times",15,"(14,15]"
"18472","tentacle","a feeler",11.825,"(11,12]"
"18473","tentative","not firmly decided",13.5,"(13,14]"
"18474","termination","end",13.25,"(13,14]"
"18475","terry","a rough cotton cloth",15,"(14,15]"
"18476","testban","prohibits atomic testing",15,"(14,15]"
"18477","testicles","male sex glands",13.3,"(13,14]"
"18478","tether","to tie up",12.835,"(12,13]"
"18479","tetrachloride","a Cl compound",15,"(14,15]"
"18480","tetrameter","line with four feet",14.55,"(14,15]"
"18481","thanksto","because of",15,"(14,15]"
"18482","thathemightgo","in order for him to go",15,"(14,15]"
"18483","thatmuch","to the extent mentioned",15,"(14,15]"
"18484","thesecondtime","the other occasion",15,"(14,15]"
"18485","thence","from then on",13.081773125,"(13,14]"
"18486","theologian","a specialist in study of God",14.393025,"(14,15]"
"18487","theological","based on the study of God",13.88,"(13,14]"
"18488","theorize","form beliefs",14.25,"(14,15]"
"18489","thereby","by that",15,"(14,15]"
"18490","thereto","to that",15,"(14,15]"
"18491","thereunder","under it",15,"(14,15]"
"18492","thereupon","immediately after that",15,"(14,15]"
"18493","thermonuclear","heat-triggered nuclear reaction",14.855,"(14,15]"
"18494","thesis","long essay",13.6522272727273,"(13,14]"
"18495","theta","a Greek letter",15.135,"(15,16]"
"18496","theyare","those things exist",15,"(14,15]"
"18497","thickening","a cooking term",15,"(14,15]"
"18498","thick-headed","stupid, dull",15,"(14,15]"
"18499","thinly","not close together",15,"(14,15]"
"18500","thorax","insect's middle section",13.155,"(13,14]"
"18501","thoroughfare","conditions for passing through",14.185,"(14,15]"
"18502","thou","you",15,"(14,15]"
"18503","thoudost","you do",15,"(14,15]"
"18504","thouwart","you were",15,"(14,15]"
"18505","thouwast","you were",15,"(14,15]"
"18506","threefold","three times as much",15,"(14,15]"
"18507","thro'","through",15,"(14,15]"
"18508","thunderstruck","astonished",13.585,"(13,14]"
"18509","thwack","a thump",13.625,"(13,14]"
"18510","tiara","a fancy headband",10.885,"(10,11]"
"18511","tibia","shin bone",13.56,"(13,14]"
"18512","tickler","a puzzle or problem",10.805,"(10,11]"
"18513","tideover","to last till help comes",15,"(14,15]"
"18514","tidewater","water covering land at high tide",12.97,"(12,13]"
"18515","tier","a row",13.2843911290323,"(13,14]"
"18516","tike","a child",12.2467338709677,"(12,13]"
"18517","tiller","farmer",13.14,"(13,14]"
"18518","time-honored","old and respected",15,"(14,15]"
"18519","timing","speed adjustment",11.92,"(11,12]"
"18520","tinge","to color slightly",12.94791796875,"(12,13]"
"18521","tinker","to fool around aimlessly",11.6234718686869,"(11,12]"
"18522","tinny","poorly made",12.645,"(12,13]"
"18523","titan","a giant",13.4443575757576,"(13,14]"
"18524","titanic","very large",15,"(14,15]"
"18525","tithe","payment to church",13.25,"(13,14]"
"18526","titled","of noble birth",10.8623853535354,"(10,11]"
"18527","toastmaster","introduces speaker",15,"(14,15]"
"18528","toetheline","follow rules",15,"(14,15]"
"18529","toga","Roman clothes",12.9472454545455,"(12,13]"
"18530","togs","clothes",13.94,"(13,14]"
"18531","toiletwater","a sweet-smelling lotion",15,"(14,15]"
"18532","toiletry","soap, perfume, etc.",12.58,"(12,13]"
"18533","tolerant","allows others' beliefs",12.89,"(12,13]"
"18534","tolerate","permit",12.6534875,"(12,13]"
"18535","toleration","willing endurance",15,"(14,15]"
"18536","tomfoolery","nonsense",13.145,"(13,14]"
"18537","tone-deaf","unable to tell tones apart",15,"(14,15]"
"18538","tonsillectomy","removal of the tonsils",13.395,"(13,14]"
"18539","toolup","prepare for production",15,"(14,15]"
"18540","topbanana","the head man",15,"(14,15]"
"18541","topaz","yellow jewel",13.2422272727273,"(13,14]"
"18542","top-heavy","lighter on bottom",15,"(14,15]"
"18543","top-notch","first-class",12.355,"(12,13]"
"18544","torchlight","light of torches",11.765,"(11,12]"
"18545","torrential","violent",14.5,"(14,15]"
"18546","torrid","very hot",13.7404,"(13,14]"
"18547","torso","human body trunk",12.2716212121212,"(12,13]"
"18548","tortilla","Mexican corn cake",11.64,"(11,12]"
"18549","totality","completeness",13.5,"(13,14]"
"18550","tote","to carry",12.6574798387097,"(12,13]"
"18551","touchon","to mention",15,"(14,15]"
"18552","touche","a hit in fencing",15,"(14,15]"
"18553","touching","arousing sympathy",10.0061295698925,"(10,11]"
"18554","tourism","business of serving tourists",12.265,"(12,13]"
"18555","tourney","tournament",13.125,"(13,14]"
"18556","tourniquet","stops bleeding",13.86,"(13,14]"
"18557","tousle","muss",15,"(14,15]"
"18558","tousled","mussed",15,"(14,15]"
"18559","towpath","road along canal",15.055,"(15,16]"
"18560","trachea","windpipe",13.525,"(13,14]"
"18561","tradeunion","association of workers",15,"(14,15]"
"18562","tradewind","a steady ocean wind",15,"(14,15]"
"18563","trade-off","an even or fair exchange",12.475,"(12,13]"
"18564","tradesman","shopkeeper",13.22,"(13,14]"
"18565","transpose","change places",14.55,"(14,15]"
"18566","travelogue","talk about trip",15.18,"(15,16]"
"18567","trawl","a strong fishnet",14.32,"(14,15]"
"18568","treatyport","allows foreign trade",15,"(14,15]"
"18569","treble","shrill, high-pitched",12.510925,"(12,13]"
"18570","trellis","frame for vine",13.085,"(13,14]"
"18571","tremor","an earthquake",12.8668702020202,"(12,13]"
"18572","trenchmouth","inflammation of mouth and gums",15,"(14,15]"
"18573","trend","general direction",12.481443984375,"(12,13]"
"18574","trestle","a bridge",14.4,"(14,15]"
"18575","trey","three-spot card",15,"(14,15]"
"18576","triceps","arm muscle",13.165,"(13,14]"
"18577","triennial","every third year",15,"(14,15]"
"18578","trifler","one who fools around",15,"(14,15]"
"18579","trigonometry","science of triangles",14.13,"(14,15]"
"18580","trilateral","three-sided",15,"(14,15]"
"18581","trinity","three in one",15,"(14,15]"
"18582","trinomial","having three terms",14.435,"(14,15]"
"18583","tripod","three-legged stand",12.1327757575758,"(12,13]"
"18584","triweekly","three times a week",15,"(14,15]"
"18585","troublous","unsettled",13.925,"(13,14]"
"18586","trounce","to beat soundly",13.44096875,"(13,14]"
"18587","trousseau","bride's clothes",15.055,"(15,16]"
"18588","trowel","tool",13.59,"(13,14]"
"18589","truant","one who plays hooky",13.5,"(13,14]"
"18590","truckfarm","grows market vegetables",15,"(14,15]"
"18591","trundlebed","a small wheeled bed",15,"(14,15]"
"18592","tuft","a small bunch",12.435,"(12,13]"
"18593","tumble-down","falling to ruin",15,"(14,15]"
"18594","tumult","much noise",13.695,"(13,14]"
"18595","turmoil","disturbance",13.5738303030303,"(13,14]"
"18596","twinge","momentary pain",13.29736328125,"(13,14]"
"18597","typesetter","a person who sets type",13.68,"(13,14]"
"18598","tyrannical","unjust",14,"(13,14]"
"18599","tyrannize","use cruel power",15,"(14,15]"
"18600","tyrannous","cruel and unjust",14,"(13,14]"
"18601","tyranny","unjust use of power",13.56,"(13,14]"
"18602","tyrant","cruel ruler",12.8480888888889,"(12,13]"
"18603","u-bolt","horseshoe-shaped bolt",15,"(14,15]"
"18604","udder","cow's milk bag",11.145,"(11,12]"
"18605","ulcer","open sore",13.178655050505,"(13,14]"
"18606","ultramarine","deep blue",15,"(14,15]"
"18607","umbilicalcord","the birth cord",15,"(14,15]"
"18608","unabridged","not shortened",14.53,"(14,15]"
"18609","unapproachable","unfriendly in manner",13.395,"(13,14]"
"18610","unavailing","of no use",14.195,"(14,15]"
"18611","unbend","to relax",11.61,"(11,12]"
"18612","unbending","stiff and stubborn",12.97,"(12,13]"
"18613","unbiased","without prejudice",14.28,"(14,15]"
"18614","unburden","get rid of",13.975,"(13,14]"
"18615","uncanny","strange",13.75,"(13,14]"
"18616","uncorrupted","innocent",13,"(12,13]"
"18617","uncouth","crude",13.6258151515152,"(13,14]"
"18618","undeniable","can't be disputed",12.945,"(12,13]"
"18619","undertheweather","not feeling well",15,"(14,15]"
"18620","underclassman","a freshman or sophomore",13.835,"(13,14]"
"18621","underfoot","in the way",15,"(14,15]"
"18622","undergo","go through",12.945,"(12,13]"
"18623","underhand","kind of pitch",15,"(14,15]"
"18624","underscore","put a line under",13.605,"(13,14]"
"18625","underskirt","petticoat",15,"(14,15]"
"18626","understatement","say it mildly",12.725,"(12,13]"
"18627","understudy","possible substitute",13.56,"(13,14]"
"18628","undertake","agree to do",13.24,"(13,14]"
"18629","undertow","undercurrent",13.94,"(13,14]"
"18630","underwent","experienced",12.945,"(12,13]"
"18631","undiminished","not lessened",13.34,"(13,14]"
"18632","undistinguished","ordinary",14,"(13,14]"
"18633","undoubted","beyond dispute",12.84,"(12,13]"
"18634","undoubtedly","accepted as true",15,"(14,15]"
"18635","unflinching","not drawing back",13.165,"(13,14]"
"18636","unfreeze","to free from control",11.12,"(11,12]"
"18637","ungenerous","stingy",12.86,"(12,13]"
"18638","unhappychoice","not a suitable selection",15,"(14,15]"
"18639","unhesitatingly","without waiting",15,"(14,15]"
"18640","unhinge","to take a door off",13.175,"(13,14]"
"18641","unification","joining into one",14.241575,"(14,15]"
"18642","unimpeachable","not questionable",13.84,"(13,14]"
"18643","uninspired","dull",13,"(12,13]"
"18644","unionist","belongs to labor movement",14.079375,"(14,15]"
"18645","unjustly","not fairly",15,"(14,15]"
"18646","unlikeness","difference",15,"(14,15]"
"18647","unmeasured","not restrained, limited",15,"(14,15]"
"18648","unmindful","careless",15,"(14,15]"
"18649","unorthodox","tradition-breaking",13.595,"(13,14]"
"18650","unprejudiced","fair",13.11,"(13,14]"
"18651","unpremeditated","not planned",14.31,"(14,15]"
"18652","unprovoked","having no reason",13.64,"(13,14]"
"18653","unquenchable","cannot be satisfied",13.105,"(13,14]"
"18654","unrelenting","not giving in",13.855,"(13,14]"
"18655","unreserved","frank and open",15,"(14,15]"
"18656","unrestrained","not held back",13.915,"(13,14]"
"18657","unrivaled","without competition",13.925,"(13,14]"
"18658","unruffled","calm",12.085,"(12,13]"
"18659","unscrupulous","dishonest",14.595,"(14,15]"
"18660","unshaken","firm",12.395,"(12,13]"
"18661","unship","unload",15,"(14,15]"
"18662","unsightly","ugly",12.895,"(12,13]"
"18663","unstable","shaky",12.71,"(12,13]"
"18664","unsung","not praised",13.805,"(13,14]"
"18665","unsuspicious","believes things",15,"(14,15]"
"18666","untrod","not walked on",15,"(14,15]"
"18667","untutored","not educated",13.085,"(13,14]"
"18668","unvarying","unchanging",15,"(14,15]"
"18669","unvoiced","not stated",15,"(14,15]"
"18670","upbringing","childhood training",12.13,"(12,13]"
"18671","upend","to stand on end",13.095,"(13,14]"
"18672","upheaval","lifting from below",13.12615,"(13,14]"
"18673","upmost","the topmost",15,"(14,15]"
"18674","upperhand","control",15,"(14,15]"
"18675","uppercut","swinging blow",13.525,"(13,14]"
"18676","uppish","conceited",15,"(14,15]"
"18677","upstanding","honorable",12.97,"(12,13]"
"18678","uptight","upset over something",12.425,"(12,13]"
"18679","upturn","an upward movement",15,"(14,15]"
"18680","urinate","pass urine",11.315,"(11,12]"
"18681","urn","vase",12.4404612903226,"(12,13]"
"18682","uterus","womb",13.92,"(13,14]"
"18683","utilization","making use of",13.415,"(13,14]"
"18684","utilize","make use of",12.815,"(12,13]"
"18685","utterly","completely",15,"(14,15]"
"18686","vacuole","cell cavity",15,"(14,15]"
"18687","vain","conceited",12.3435782258065,"(12,13]"
"18688","valise","traveling bag",14.28,"(14,15]"
"18689","valor","courage",13.7238303030303,"(13,14]"
"18690","values","things believed in",11.5318816666667,"(11,12]"
"18691","valves","trumpet ""buttons""",12.82403515625,"(12,13]"
"18692","vanitycase","a small handbag",15,"(14,15]"
"18693","vastly","extremely",15,"(14,15]"
"18694","vegetative","supporting growth",13.79,"(13,14]"
"18695","vehicular","pertaining to carriers",13,"(12,13]"
"18696","velocity","speed",13.81,"(13,14]"
"18697","vendor","seller",12.6231909090909,"(12,13]"
"18698","veneer","the surface appearance",13.3826757575758,"(13,14]"
"18699","venom","poison",12.097351010101,"(12,13]"
"18700","veranda","long porch",13.445,"(13,14]"
"18701","verifiable","can be checked",14.13,"(14,15]"
"18702","video","television picture",11.53,"(11,12]"
"18703","viewer","holds slides for observer",12.085,"(12,13]"
"18704","viewless","without a view",15,"(14,15]"
"18705","villa","a country or suburban mansion",12.7461393939394,"(12,13]"
"18706","vim","energy",13.77,"(13,14]"
"18707","viola","a musical instrument",15,"(14,15]"
"18708","violoncello","a stringed instrument",13.8,"(13,14]"
"18709","viper","deadly snake",12.3991212121212,"(12,13]"
"18710","virtue","goodness",12.9411227272727,"(12,13]"
"18711","virtuous","good",13.061045,"(13,14]"
"18712","vodka","Russian liquor",13.4042454545455,"(13,14]"
"18713","vulgarism","an ignorant expression",13.965,"(13,14]"
"18714","walkout","a strike",13,"(12,13]"
"18715","wallflower","lacks partners",13.3,"(13,14]"
"18716","wallow","roll about",12.6788303030303,"(12,13]"
"18717","warble","trembling song",12.955,"(12,13]"
"18718","wardoff","to turn aside",15,"(14,15]"
"18719","wares","things for sale",12.7018709677419,"(12,13]"
"18720","waver","move unsteadily",12.70277,"(12,13]"
"18721","waxwork","a figure made of wax",13.445,"(13,14]"
"18722","waxworks","an exhibition of wax figures",13.445,"(13,14]"
"18723","weak-kneed","giving in easily",15,"(14,15]"
"18724","wean","take away mother's milk",12.6777419354839,"(12,13]"
"18725","wearisome","tiring",15,"(14,15]"
"18726","wearying","longing for",12.308896969697,"(12,13]"
"18727","weatherstripping","keeps out cold",15,"(14,15]"
"18728","weevil","a destructive beetle",15,"(14,15]"
"18729","well-being","health and happiness",15,"(14,15]"
"18730","well-fixed","moderately rich",15,"(14,15]"
"18731","well-meaning","having good intentions",15,"(14,15]"
"18732","well-wisher","wishes you luck",15,"(14,15]"
"18733","welt","bump on skin",12.5713927083333,"(12,13]"
"18734","welterweight","a boxer",13.18,"(13,14]"
"18735","wetbacks","illegal immigrants",14.22,"(14,15]"
"18736","whang","to strike",15,"(14,15]"
"18737","whatsoever","anything that",15,"(14,15]"
"18738","wheelie","bike or motorcycle stunt",10.66,"(10,11]"
"18739","wheeze","a rough breathing sound",12.03265234375,"(12,13]"
"18740","wherefore","for that reason",12.443585,"(12,13]"
"18741","whereupon","after which",15,"(14,15]"
"18742","white-collar","of professional workers",15,"(14,15]"
"18743","who'd?","who would?",15,"(14,15]"
"18744","whodunit","a mystery story",13.325,"(13,14]"
"18745","wholewheat","wheat-kernel",15,"(14,15]"
"18746","wholesaler","makes big sales to stores",13.78,"(13,14]"
"18747","wholesome","healthy",12.265,"(12,13]"
"18748","whop","to beat",12,"(11,12]"
"18749","whore","a bad woman",13.5929140625,"(13,14]"
"18750","wiggler","a fish lure",10.84,"(10,11]"
"18751","willies","nervous spells",11.95,"(11,12]"
"18752","willowy","slender and graceful",13.015,"(13,14]"
"18753","windup","to finish",15,"(14,15]"
"18754","winds","orchestra instruments",9.65971854166667,"(9,10]"
"18755","wintertide","the winter season",15,"(14,15]"
"18756","wiretapping","secret listening",15,"(14,15]"
"18757","wiseacre","a know-it-all",13.05,"(13,14]"
"18758","wishy-washy","lacking spirit",15,"(14,15]"
"18759","wispy","thin, slight",12.56,"(12,13]"
"18760","wisteria","a shrub with flowers",15,"(14,15]"
"18761","witchery","great charm",12.525,"(12,13]"
"18762","witching","magical",13.565,"(13,14]"
"18763","withholdingtax","tax deducted from salary",15,"(14,15]"
"18764","woefully","with sorrow",15,"(14,15]"
"18765","womb","holds unborn young",12.3034682291667,"(12,13]"
"18766","wooer","a love-maker",13.89,"(13,14]"
"18767","wordanddeed","in speech and acts",15,"(14,15]"
"18768","worldofgood","very much good",15,"(14,15]"
"18769","worsted","defeated",14.145,"(14,15]"
"18770","wrathful","very angry",12.89,"(12,13]"
"18771","wreathe","to surround",12.2614516129032,"(12,13]"
"18772","wristlet","bracelet",13.94,"(13,14]"
"18773","writeup","to describe in detail",15,"(14,15]"
"18774","write-up","detailed account",15,"(14,15]"
"18775","wrongsideto","back part forward",15,"(14,15]"
"18776","yah","word of disgust",15,"(14,15]"
"18777","yeastcake","flour and yeast together",15,"(14,15]"
"18778","yester","belonging to yesterday",13.8,"(13,14]"
"18779","yuk","deep hearty laugh",15,"(14,15]"
"18780","zeal","eager desire",13.72902734375,"(13,14]"
"18781","zest","keen enjoyment",12.84014453125,"(12,13]"
"18782","zing","zest or spirit",12.58403515625,"(12,13]"
"18783","ladybird","kind of insect",3.20833333333333,"(3,4]"
"18784","pram","baby carriage",3.20833333333333,"(3,4]"
"18785","drawers","underwear",5.22350651041667,"(5,6]"
"18786","fridge","refrigerator",4.68916666666667,"(4,5]"
"18787","microwave","high frequency wave",7.80690416666667,"(7,8]"
"18788","centaur","half man, half horse",10.7966666666667,"(10,11]"
"18789","sibling","a brother or sister",10.0437333333333,"(10,11]"
"18790","chill","stop the fun",10.60581125,"(10,11]"
"18791","bungle","work badly",12.0233333333333,"(12,13]"
"18792","compassion","pity",12.31106,"(12,13]"
"18793","compensate","to pay",12.792075,"(12,13]"
"18794","concept","idea",12.6457684848485,"(12,13]"
"18795","evade","avoid",12.7069555555556,"(12,13]"
"18796","exult","rejoice greatly",13.5,"(13,14]"
"18797","protagonist","the leading character",13.4733333333333,"(13,14]"
"18798","saunter","stroll",13.0933333333333,"(13,14]"
"18799","sever","cut",12.0166666666667,"(12,13]"
"18800","sparse","thinly scattered",12.9021302083333,"(12,13]"
"18801","synonym","has same meaning",11.7733333333333,"(11,12]"
"18802","taunt","jeer at",11.847140625,"(11,12]"
"18803","adhere","stick to",13.0796686868687,"(13,14]"
"18804","commentary","explanation",13.2966666666667,"(13,14]"
"18805","composure","self-control",13.4333333333333,"(13,14]"
"18806","concise","brief",13.5333333333333,"(13,14]"
"18807","context","related material",12.8067858585859,"(12,13]"
"18808","cumulative","adding one after another",13.65,"(13,14]"
"18809","deluge","to overwhelm",13.8863333333333,"(13,14]"
"18810","deplete","exhaust resources",13.51,"(13,14]"
"18811","deteriorate","grow worse",13.0565583333333,"(13,14]"
"18812","dissent","to disagree",13.376634006734,"(13,14]"
"18813","evolve","to develop slowly",12.8320788552189,"(12,13]"
"18814","idiom","distinct6 style or character",14.02,"(14,15]"
"18815","loathe","detest",13.0796639784946,"(13,14]"
"18816","meager","scanty",13.1198181818182,"(13,14]"
"18817","objective","goal",13.5733333333333,"(13,14]"
"18818","paraphrase","put in own own words",13.72,"(13,14]"
"18819","parody","funny imitation",13.5633333333333,"(13,14]"
"18820","resolute","determined",13.2233333333333,"(13,14]"
"18821","rigorous","strict",13.2,"(13,14]"
"18822","stifle","smother",12.7533333333333,"(12,13]"
"18823","subordinate","lower in rank",14.24,"(14,15]"
"18824","subsequent","following",13.6833333333333,"(13,14]"
"18825","terminate","put an end to",13.07,"(13,14]"
"18826","verge","the edge or rim",12.8860086805556,"(12,13]"
"18827","vibrant","rich in sound",12.9139434343434,"(12,13]"
"18828","abate","diminish",14.00127,"(14,15]"
"18829","abode","lived",12.99695,"(12,13]"
"18830","akin","related",13.89,"(13,14]"
"18831","antagonize","create opposition",13.76,"(13,14]"
"18832","astute","shrewd",14.0916343434343,"(14,15]"
"18833","bestow","give",13.8713353535354,"(13,14]"
"18834","canine","pointed tooth",12.687597979798,"(12,13]"
"18835","concur","to agree",13.4837717171717,"(13,14]"
"18836","dumbfound","startle speechless",13.1566666666667,"(13,14]"
"18837","ensue","to follow as a result",13.7033333333333,"(13,14]"
"18838","enthrall","to enslave",14.5,"(14,15]"
"18839","firebrand","starts excitement",13.7633333333333,"(13,14]"
"18840","gaudy","showy",13.6866666666667,"(13,14]"
"18841","incredulous","unbelieving",14.04,"(14,15]"
"18842","infamous","shameful",13.3333333333333,"(13,14]"
"18843","irate","angry",13.5234505050505,"(13,14]"
"18844","legacy","gift received by will",12.8766666666667,"(12,13]"
"18845","lethal","deadly",13.1343919191919,"(13,14]"
"18846","loath","unwilling",13.1563932291667,"(13,14]"
"18847","melancholy","sadness",13.8433333333333,"(13,14]"
"18848","momentum","force of motion",13.2632433333333,"(13,14]"
"18849","mortify","to kill the flesh or tissue",13.5933333333333,"(13,14]"
"18850","murky","gloomy",12.87,"(12,13]"
"18851","nimble","quick-moving",12.7057861952862,"(12,13]"
"18852","nurture","to bring up",13.1650896632997,"(13,14]"
"18853","peevish","cross",14.8233333333333,"(14,15]"
"18854","pending","still undecided",13.6166666666667,"(13,14]"
"18855","rant","loud speech",12.92046875,"(12,13]"
"18856","retort","answer sharply",13.5,"(13,14]"
"18857","saga","tale of great deeds",13.2051912457912,"(13,14]"
"18858","sequel","that which follows",13.0812323232323,"(13,14]"
"18859","sham","not genuine",13.2324516129032,"(13,14]"
"18860","shirk","avoid a duty",13.92971875,"(13,14]"
"18861","stodgy","dull and uninteresting",14.2633333333333,"(14,15]"
"18862","trivial","unimportant",13.5933333333333,"(13,14]"
"18863","vista","a view",14.5,"(14,15]"
"18864","wary","very careful",13.2608868686869,"(13,14]"
"18865","wince","to flinch, draw back",12.9247265625,"(12,13]"
"18866","wrath","anger",13.3938055555556,"(13,14]"
"18867","advocate","supporter",13.7033333333333,"(13,14]"
"18868","agile","lively",13.98,"(13,14]"
"18869","allot","divide in shares",14.005275,"(14,15]"
"18870","articulate","express distinctly",14.3333333333333,"(14,15]"
"18871","assail","attack",14.08,"(14,15]"
"18872","avail","make use of",13.8749015824916,"(13,14]"
"18873","avid","very eager",13.7033333333333,"(13,14]"
"18874","barter","trade",13.6958868686869,"(13,14]"
"18875","benign","not harmful",13.8708646464646,"(13,14]"
"18876","bountiful","generous",13.49,"(13,14]"
"18877","cache","hidden supplies",14.43615,"(14,15]"
"18878","caption","title",12.98,"(12,13]"
"18879","cite","call to court",14.1217604166667,"(14,15]"
"18880","component","one of the parts",13.5933333333333,"(13,14]"
"18881","confiscate","take and keep",13.5933333333333,"(13,14]"
"18882","conscientious","careful and exact",13.9833333333333,"(13,14]"
"18883","conventional","agrees with custom",13.0866666666667,"(13,14]"
"18884","convey","to transfer property",13.9636222222222,"(13,14]"
"18885","crucial","decisive",13.4734949494949,"(13,14]"
