"Result","row.name","a"
"result.1","ɑ+a","0.044943820"
"result.1","æ+a","0.005617978"
"result.1","ə+a","0.949438202"
"","",""
"Result","row.name","ae"
"result.2","eɪ+ae","0.5"
"result.2","i+ae","0.5"
"","",""
"Result","row.name","ah"
"result.3","ɑ+ah","0.3571429"
"result.3","ə+ah","0.6428571"
"","",""
"Result","row.name","ai"
"result.4","aɪ+ai","1"
"","",""
"Result","row.name","ao"
"result.5","aʊ+ao","1"
"","",""
"Result","row.name","aoh"
"result.6","oʊ+aoh","1"
"","",""
"Result","row.name","aux"
"result.7","oʊ+aux","1"
"","",""
"Result","row.name","aw"
"result.8","ɑ+aw","0.03703704"
"result.8","ɔ+aw","0.96296296"
"","",""
"Result","row.name","ay"
"result.9","eɪ+ay","0.98630137"
"result.9","i+ay","0.01369863"
"","",""
"Result","row.name","b"
"result.10","b+b","1"
"","",""
"Result","row.name","bb"
"result.11","b+bb","1"
"","",""
"Result","row.name","br"
"result.12","b+br","1"
"","",""
"Result","row.name","bt"
"result.13","t+bt","1"
"","",""
"Result","row.name","c"
"result.14","k+c","0.357933579"
"result.14","s+c","0.638376384"
"result.14","ʃ+c","0.003690037"
"","",""
"Result","row.name","ch"
"result.15","k+ch","0.08653846"
"result.15","ʃ+ch","0.09615385"
"result.15","tʃ+ch","0.81730769"
"","",""
"Result","row.name","ck"
"result.16","k+ck","1"
"","",""
"Result","row.name","ct"
"result.17","t+ct","1"
"","",""
"Result","row.name","d"
"result.18","d+d","0.993808050"
"result.18","dʒ+d","0.004643963"
"result.18","t+d","0.001547988"
"","",""
"Result","row.name","dd"
"result.19","d+dd","1"
"","",""
"Result","row.name","dg"
"result.20","dʒ+dg","1"
"","",""
"Result","row.name","ds"
"result.21","z+ds","1"
"","",""
"Result","row.name","dt"
"result.22","t+dt","1"
"","",""
"Result","row.name","e"
"result.23","ə+e","0.05882353"
"result.23","eɪ+e","0.14705882"
"result.23","i+e","0.79411765"
"","",""
"Result","row.name","ea"
"result.24","ə+ea","0.1"
"result.24","eɪ+ea","0.1"
"result.24","i+ea","0.8"
"","",""
"Result","row.name","eah"
"result.25","æ+eah","1"
"","",""
"Result","row.name","eau"
"result.26","oʊ+eau","1"
"","",""
"Result","row.name","eaux"
"result.27","oʊ+eaux","1"
"","",""
"Result","row.name","ed"
"result.28","d+ed","0.6666667"
"result.28","t+ed","0.3333333"
"","",""
"Result","row.name","ee"
"result.29","i+ee","1"
"","",""
"Result","row.name","eh"
"result.30","ɛ+eh","1"
"","",""
"Result","row.name","eigh"
"result.31","eɪ+eigh","1"
"","",""
"Result","row.name","es"
"result.32","s+es","0.2419355"
"result.32","z+es","0.7580645"
"","",""
"Result","row.name","et"
"result.33","eɪ+et","1"
"","",""
"Result","row.name","eue"
"result.34","ju+eue","1"
"","",""
"Result","row.name","ew"
"result.35","ju+ew","0.19354839"
"result.35","oʊ+ew","0.03225806"
"result.35","u+ew","0.77419355"
"","",""
"Result","row.name","ey"
"result.36","eɪ+ey","0.1627907"
"result.36","i+ey","0.8372093"
"","",""
"Result","row.name","eye"
"result.37","aɪ+eye","1"
"","",""
"Result","row.name","f"
"result.38","f+f","0.98305085"
"result.38","v+f","0.01694915"
"","",""
"Result","row.name","ff"
"result.39","f+ff","1"
"","",""
"Result","row.name","g"
"result.40","dʒ+g","0.54639175"
"result.40","g+g","0.41752577"
"result.40","ʒ+g","0.03608247"
"","",""
"Result","row.name","gg"
"result.41","g+gg","1"
"","",""
"Result","row.name","gh"
"result.42","f+gh","0.7"
"result.42","g+gh","0.2"
"result.42","p+gh","0.1"
"","",""
"Result","row.name","gm"
"result.43","m+gm","1"
"","",""
"Result","row.name","gn"
"result.44","n+gn","1"
"","",""
"Result","row.name","gu"
"result.45","g+gu","1"
"","",""
"Result","row.name","i"
"result.46","aɪ+i","0.09375"
"result.46","i+i","0.90625"
"","",""
"Result","row.name","ia"
"result.47","ə+ia","1"
"","",""
"Result","row.name","ie"
"result.48","aɪ+ie","0.1538462"
"result.48","i+ie","0.8461538"
"","",""
"Result","row.name","igh"
"result.49","aɪ+igh","1"
"","",""
"Result","row.name","ioux"
"result.50","u+ioux","1"
"","",""
"Result","row.name","is"
"result.51","i+is","1"
"","",""
"Result","row.name","k"
"result.52","k+k","0.995867769"
"result.52","ks+k","0.004132231"
"","",""
"Result","row.name","l"
"result.53","l+l","1"
"","",""
"Result","row.name","ld"
"result.54","d+ld","1"
"","",""
"Result","row.name","lf"
"result.55","f+lf","1"
"","",""
"Result","row.name","lk"
"result.56","k+lk","1"
"","",""
"Result","row.name","ll"
"result.57","l+ll","1"
"","",""
"Result","row.name","lm"
"result.58","m+lm","1"
"","",""
"Result","row.name","ln"
"result.59","n+ln","1"
"","",""
"Result","row.name","lv"
"result.60","v+lv","1"
"","",""
"Result","row.name","m"
"result.61","m+m","1"
"","",""
"Result","row.name","mb"
"result.62","m+mb","1"
"","",""
"Result","row.name","mm"
"result.63","m+mm","1"
"","",""
"Result","row.name","mn"
"result.64","m+mn","1"
"","",""
"Result","row.name","n"
"result.65","n+n","1"
"","",""
"Result","row.name","ng"
"result.66","ŋ+ng","1"
"","",""
"Result","row.name","ngu"
"result.67","ŋ+ngu","1"
"","",""
"Result","row.name","nn"
"result.68","n+nn","1"
"","",""
"Result","row.name","o"
"result.69","oʊ+o","0.92561983"
"result.69","u+o","0.07438017"
"","",""
"Result","row.name","oa"
"result.70","oʊ+oa","1"
"","",""
"Result","row.name","oe"
"result.71","oʊ+oe","0.7692308"
"result.71","u+oe","0.2307692"
"","",""
"Result","row.name","oi"
"result.72","ɔɪ+oi","1"
"","",""
"Result","row.name","oo"
"result.73","u+oo","1"
"","",""
"Result","row.name","ooh"
"result.74","u+ooh","1"
"","",""
"Result","row.name","os"
"result.75","oʊ+os","1"
"","",""
"Result","row.name","ot"
"result.76","oʊ+ot","1"
"","",""
"Result","row.name","ou"
"result.77","aʊ+ou","0.3333333"
"result.77","u+ou","0.6666667"
"","",""
"Result","row.name","ough"
"result.78","aʊ+ough","0.2222222"
"result.78","oʊ+ough","0.6666667"
"result.78","u+ough","0.1111111"
"","",""
"Result","row.name","oup"
"result.79","u+oup","1"
"","",""
"Result","row.name","ous"
"result.80","u+ous","1"
"","",""
"Result","row.name","ow"
"result.81","aʊ+ow","0.29230769"
"result.81","oʊ+ow","0.69230769"
"result.81","ʊ+ow","0.01538462"
"","",""
"Result","row.name","oy"
"result.82","ɔɪ+oy","1"
"","",""
"Result","row.name","p"
"result.83","p+p","1"
"","",""
"Result","row.name","ph"
"result.84","f+ph","1"
"","",""
"Result","row.name","pp"
"result.85","p+pp","1"
"","",""
"Result","row.name","pt"
"result.86","t+pt","1"
"","",""
"Result","row.name","qu"
"result.87","k+qu","1"
"","",""
"Result","row.name","r"
"result.88","r+r","1"
"","",""
"Result","row.name","rps"
"result.89","r+rps","1"
"","",""
"Result","row.name","rr"
"result.90","r+rr","1"
"","",""
"Result","row.name","rrh"
"result.91","r+rrh","1"
"","",""
"Result","row.name","s"
"result.92","s+s","0.4295113"
"result.92","z+s","0.5704887"
"","",""
"Result","row.name","sc"
"result.93","s+sc","1"
"","",""
"Result","row.name","sch"
"result.94","ʃ+sch","1"
"","",""
"Result","row.name","sh"
"result.95","ʃ+sh","1"
"","",""
"Result","row.name","sl"
"result.96","l+sl","1"
"","",""
"Result","row.name","ss"
